DestinationID	DestinationLat	DestinationLng	Name	VenueId	Lat	Lng	Distance	Category	CheckinsCount	UsersCount	TipCount	Rating	
1	32.75789992	-96.61201142	Scrumbscious Burger & Pie Company	4ce5d75ef1c6236a641950f0	32.76484033	-96.5844673	2691	American Restaurant	298	161	11	7.4	
1	32.75789992	-96.61201142	Sale Place	4bd0c39bcaff9521957ecff0	32.72026777	-96.61460539	4196	Arts & Crafts Store	201	124	4	7.8	
1	32.75789992	-96.61201142	Macy's	4bd1d2f441b9ef3bf5aafce5	32.80788379	-96.62231052	5647	Department Store	1146	596	2	8.5	
1	32.75789992	-96.61201142	Starbucks	4c4b7fdebad7a593035feaab	32.74614342	-96.58560915	2796	Coffee Shop	459	129	3	7.4	
1	32.75789992	-96.61201142	Jason's Deli	4b65fc9df964a520b00c2be3	32.810821	-96.62523966	6019	Fast Food Restaurant	1529	697	15	8.8	
1	32.75789992	-96.61201142	Victoria's Secret PINK	4cba2aa0d78f4688b832bb73	32.80779309	-96.62413649	5668	Lingerie Store	888	418	3	8.4	
1	32.75789992	-96.61201142	Cicis	4c422265520fa5937dc1caac	32.76370096	-96.5842659	2676	Restaurant	502	195	7	7.3	
1	32.75789992	-96.61201142	Kohl's	4b8965faf964a5206d3232e3	32.79749019	-96.62899299	4684	Department Store	1315	620	5	7.8	
1	32.75789992	-96.61201142	Atheneos Greek Village Cafe	51e970bf498ebb933bab5191	32.78290374	-96.62742336	3135	Greek Restaurant	54	44	3	7.4	
1	32.75789992	-96.61201142	GameStop	4bdb561963c5c9b6fa712768	32.77105772	-96.60011089	1840	Video Game Store	114	66	0	7.1	
1	32.75789992	-96.61201142	Dollar General	4dd57903bd41965192d0259b	32.7680599	-96.64526935	3312	Discount Store	65	34	0	7.4	
1	32.75789992	-96.61201142	Wingstop	4e4d6a29bd413c4cc670dfec	32.74848958	-96.60906075	1083	Wings Joint	13	9	0	6.9	
1	32.75789992	-96.61201142	PetSmart	4b11b573f964a520d68223e3	32.794499	-96.627901	4337	Pet Store	1318	455	4	7.7	
1	32.75789992	-96.61201142	McAlister's Deli	4b392645f964a520335725e3	32.81128029	-96.62098542	6001	Deli / Bodega	983	491	13	8.4	
2	32.89737657	-96.63043412	Intrinsic Smokehouse & Brewery	564beafa498e8bd58b3e371c	32.91358813	-96.63695626	1904	BBQ Joint	790	263	21	9	
2	32.89737657	-96.63043412	El Rio Grande Latin Market	4e6e1cc818380b4aac45c3fa	32.89547206	-96.64316097	1208	Grocery Store	185	59	7	8.2	
2	32.89737657	-96.63043412	Meshack's Bar-be-que Shack	4b7da3cbf964a52092cb2fe3	32.91058687	-96.62775206	1491	BBQ Joint	282	179	16	8.4	
2	32.89737657	-96.63043412	Generator Coffee House and Bakery	4b0c878af964a520d63e23e3	32.9129992	-96.63789032	1873	Coffee Shop	1372	398	31	8.6	
2	32.89737657	-96.63043412	Dos Banderas	4ba95bd0f964a520be213ae3	32.91258144	-96.638463	1851	Mexican Restaurant	890	366	9	8.5	
2	32.89737657	-96.63043412	Main Street Cafe	4f6ca72be4b03cbd0f823a78	32.912788	-96.638803	1885	Café	103	74	7	8.5	
2	32.89737657	-96.63043412	QuikTrip	4dc9d16c45dd194399fcb913	32.912875	-96.630137	1725	Convenience Store	972	304	4	8.2	
2	32.89737657	-96.63043412	Downtown Garland Square	4dd2e29045dd45f71922d7ce	32.91299978	-96.63737297	1856	Plaza	1061	267	3	8.3	
2	32.89737657	-96.63043412	24/7 Tacos	4c546dda30f92d7ffd507aba	32.89412465	-96.64779533	1662	Taco Place	407	155	7	7.7	
2	32.89737657	-96.63043412	El Pollo Regio	4b59f2f4f964a52016a328e3	32.91576857	-96.65024833	2760	Mexican Restaurant	287	133	10	7.9	
2	32.89737657	-96.63043412	Fiesta Mart	4c6af8356d390f472bb4099a	32.88025191	-96.63004777	1906	Supermarket	348	162	6	7.5	
2	32.89737657	-96.63043412	Beef House	4b3f85e9f964a5205ea825e3	32.87833751	-96.64738964	2646	American Restaurant	529	134	15	7.8	
2	32.89737657	-96.63043412	Hubbard's	4b927133f964a520c6f933e3	32.91288269	-96.64179325	2026	Diner	798	300	13	7.5	
2	32.89737657	-96.63043412	Eddie's Napoli's	4b23044cf964a5202e5224e3	32.85997318	-96.64447087	4365	Italian Restaurant	514	281	16	8.8	
2	32.89737657	-96.63043412	Central Park	4ba94a7ff964a520f51b3ae3	32.90475105	-96.64474747	1569	Park	457	146	2	7.3	
2	32.89737657	-96.63043412	Homer B Johnson Stadium	4c47b89076d72d7fb73f3e4d	32.88573491	-96.61699985	1804	Football Stadium	727	339	1	7.4	
2	32.89737657	-96.63043412	Siciliano's Taste of Italy	4b60c2dff964a520d4f729e3	32.92999215	-96.66078688	4607	Italian Restaurant	1580	742	22	8.8	
2	32.89737657	-96.63043412	Lakewood Brewing Company	4eef9416d3e3246bddbc8cc8	32.8899303	-96.68123245	4820	Brewery	2146	1056	33	9.1	
2	32.89737657	-96.63043412	Ernesto's Mexican Restaurant	4bd222bdb221c9b68404d7d0	32.8631446	-96.64519629	4052	Mexican Restaurant	479	151	11	8.2	
2	32.89737657	-96.63043412	Starbucks	53021d6d498eb70ff1712f08	32.86444343	-96.66027391	4606	Coffee Shop	633	181	5	8.6	
2	32.89737657	-96.63043412	Planet Fitness	4f306c96e4b007725d8ba353	32.91456099	-96.64892787	2578	Gym / Fitness Center	1438	153	43	7.5	
2	32.89737657	-96.63043412	Whataburger	4b7d8a2cf964a5205ec52fe3	32.87833797	-96.62261832	2241	Fast Food Restaurant	550	215	3	7.4	
2	32.89737657	-96.63043412	Jack in the Box	4be6d61b2457a593c92cad15	32.87863145	-96.63122535	2087	Burger Joint	171	80	2	7.3	
2	32.89737657	-96.63043412	Winco Foods	55e23a35498e10ec1fef61ab	32.85519055	-96.64426212	4870	Market	358	121	7	8.6	
2	32.89737657	-96.63043412	El Langostino Azul	4e31c52da809189f7a21c44a	32.86195934	-96.64119878	4069	Mexican Restaurant	86	55	5	8	
2	32.89737657	-96.63043412	Whataburger	4b68c287f964a520618b2be3	32.90734331	-96.57829463	4997	Fast Food Restaurant	511	239	8	8.7	
2	32.89737657	-96.63043412	Wingstop	4b8f2e76f964a5209f4c33e3	32.8637732	-96.64520673	3987	Wings Joint	564	262	8	8	
2	32.89737657	-96.63043412	The Music Store	4db0a2426a231f2e4a59c42a	32.85974271	-96.64687678	4462	Music Store	137	36	2	8.2	
2	32.89737657	-96.63043412	Dollar General	4dd5790bbd41965192d029ec	32.89424891	-96.61321275	1646	Discount Store	52	28	0	7.1	
2	32.89737657	-96.63043412	Fitness Connection	527aaabe498e9643b56c8aec	32.92944185	-96.66264005	4668	Gym / Fitness Center	1221	83	1	8.3	
2	32.89737657	-96.63043412	Texas Thrift	4bf5926abfeac928e0bd9236	32.91502898	-96.65027965	2702	Clothing Store	218	107	3	7.4	
2	32.89737657	-96.63043412	Parks Place	4c2e91673896e21e808fe290	32.86529581	-96.66013956	4523	Bar	1640	210	12	8.2	
2	32.89737657	-96.63043412	Dallas Harley-Davidson	4bf8367ad4cdb71380b984fe	32.856651	-96.64779	4815	Motorcycle Shop	1344	394	2	8.4	
2	32.89737657	-96.63043412	QuikTrip	4c33d76816adc9288357c49c	32.89419063	-96.66499965	3250	Convenience Store	1157	288	4	7.6	
2	32.89737657	-96.63043412	Babe's Chicken Dinner House	4b32ad0ff964a5209d1125e3	32.94371671	-96.64882064	5437	Southern / Soul Food Restaurant	3788	2133	61	8.9	
2	32.89737657	-96.63043412	Garland Cafe	4bfbe7b521790f47cc50f8d3	32.9292004	-96.66329258	4688	American Restaurant	505	158	12	8.2	
2	32.89737657	-96.63043412	Sali's Pizza	4be30597d27a20a15f04915b	32.94388147	-96.64625572	5383	Pizza Place	1438	538	39	8.8	
2	32.89737657	-96.63043412	Popeye's Louisana Kitchen	4d3f650e255d8cfa38e75a05	32.8799	-96.62213802	2094	Fried Chicken Joint	139	77	3	7.2	
2	32.89737657	-96.63043412	Scooters Bar & Grill	4c563a04b7a31b8d3db64dda	32.86498661	-96.64867735	3988	Bar	538	183	13	7.8	
2	32.89737657	-96.63043412	SGLL AT CENTRAL PARK	4dbc6f7f6a23e294ba2eb49b	32.90307549	-96.64475269	1481	Baseball Field	434	64	4	7	
2	32.89737657	-96.63043412	Hana Hibachi & Sushi	4fe90eeae4b043679ab143f7	32.94500701	-96.6453372	5481	Sushi Restaurant	442	200	12	8.8	
2	32.89737657	-96.63043412	On The Border Mexican Grill & Cantina	4b80230ef964a520995530e3	32.8637313	-96.6474232	4068	Mexican Restaurant	1253	635	10	7.8	
2	32.89737657	-96.63043412	Youfit Health Clubs	55ccaac2498e9a6d28bab211	32.87654	-96.61906	2551	Gym	95	8	0	7.3	
2	32.89737657	-96.63043412	Sonic	4d54933348ea6ea898f4cba3	32.87505316	-96.61762584	2758	Fast Food Restaurant	351	155	2	7.3	
2	32.89737657	-96.63043412	99¢ Only Store	4c7c0752794e224b07106d28	32.9313912	-96.64996127	4203	Miscellaneous Shop	564	160	4	7.8	
2	32.89737657	-96.63043412	QuikTrip	4c1a7ee955e4c9b644d74723	32.86891	-96.63223	3173	Convenience Store	1410	430	8	7.4	
2	32.89737657	-96.63043412	Chopstick Express	4c01c522f8492d7f6c715ffa	32.91675992	-96.66310465	3738	Chinese Restaurant	549	147	9	7.5	
2	32.89737657	-96.63043412	ssahmBBQ	4df2558bc65bf55ee527691a	32.88962865	-96.68060027	4767	Food Truck	1335	700	25	7.9	
2	32.89737657	-96.63043412	Whataburger	4bea135d62c0c9283e83e0d4	32.9302525	-96.64987777	4085	Burger Joint	835	293	8	7.6	
2	32.89737657	-96.63043412	la Madeleine Country French Café	4b5b1603f964a520ede228e3	32.8543055	-96.62071414	4879	Café	6	6	0	7.9	
3	32.9655574	-97.08299823	Oak Grove Park	4b6dca18f964a5200d902ce3	32.9663565	-97.08109436	198	Park	1496	644	4	8	
3	32.9655574	-97.08299823	Vineyards Campground	4c8554f951ada1cd5cd93610	32.95693935	-97.07678639	1121	Campground	650	230	8	8.2	
3	32.9655574	-97.08299823	Dove Park	4fbee589e4b027867d965582	32.95522557	-97.0979244	1807	Park	331	178	1	8.7	
3	32.9655574	-97.08299823	Gaylord Texan Resort & Convention Center	44e21f90f964a52024371fe3	32.95482259	-97.06426858	2118	Hotel	31401	15106	122	9.1	
3	32.9655574	-97.08299823	Trails By Grapevine Lake	4f14a78de4b0d85e555f30e4	32.96603044	-97.10220746	1794	Trail	359	106	2	7.9	
3	32.9655574	-97.08299823	RE:defined Coffee House	5351997b498eb4635b754fd8	32.94253851	-97.07752188	2612	Coffee Shop	538	240	19	9.1	
3	32.9655574	-97.08299823	Old West Cafe	4bdc56f4afe8c9b673f64e85	32.94148564	-97.082382	2680	Breakfast Spot	3382	1635	65	9	
3	32.9655574	-97.08299823	Old Hickory Steakhouse	4b91b99df964a520dcd233e3	32.95425135	-97.06486736	2109	Steakhouse	1125	944	23	8.3	
3	32.9655574	-97.08299823	Meat U Anywhere	544d1d84498e9587ae38c681	32.94077651	-97.08554973	2768	BBQ Joint	743	306	37	9.1	
3	32.9655574	-97.08299823	Grapevine Rec Center	4cf5a7260a71224b10c91993	32.9306418	-97.07524714	3953	Recreation Center	722	161	2	8.8	
3	32.9655574	-97.08299823	British Emporium	4b37c1bff964a5209d4525e3	32.941957	-97.077622	2674	Gift Shop	623	384	5	8.5	
3	32.9655574	-97.08299823	Historic Downtown Grapevine	4bc9f69c68f976b04e405e83	32.93797267	-97.07832041	3101	Neighborhood	5403	2202	12	9.3	
3	32.9655574	-97.08299823	Relache Spa	4bec4dfd976ac928e7d0600b	32.95423181	-97.06333365	2227	Spa	369	246	14	8.1	
3	32.9655574	-97.08299823	Main Street Bistro & Bakery	4aae4ba2f964a520cd6120e3	32.93849239	-97.07853056	3041	Bakery	2849	1551	49	9.1	
3	32.9655574	-97.08299823	tommys tamale market & cafe	561c4b88498e53359660afa3	32.94085742	-97.09422489	2942	Mexican Restaurant	97	71	7	8.7	
3	32.9655574	-97.08299823	Taco Casa  Grapevine	549c6feb498e7b280681543b	32.94147996	-97.07253648	2852	Mexican Restaurant	141	63	1	8.5	
3	32.9655574	-97.08299823	Cowboys Golf Club	4b200185f964a520092c24e3	32.95506274	-97.05397454	2951	Golf Course	1459	831	5	8.5	
3	32.9655574	-97.08299823	Big Daddy's	4db2f27643a1369cb596b580	32.95991099	-97.07731699	822	American Restaurant	573	299	5	7.3	
3	32.9655574	-97.08299823	Weinberger's Deli	4ad60ed7f964a520df0421e3	32.9354847	-97.07821816	3377	Deli / Bodega	1345	727	42	8.8	
3	32.9655574	-97.08299823	Grapevine Subs & More	4cdad89ba1bba35d182c91e5	32.94089845	-97.07795792	2785	Sandwich Place	277	131	7	8.1	
3	32.9655574	-97.08299823	Esparza's	4acf74dff964a520cfd320e3	32.93758156	-97.07738528	3158	Mexican Restaurant	4613	2873	73	8.4	
3	32.9655574	-97.08299823	Bartley's Bar-B-Que	4adf2f10f964a5201d7821e3	32.94151842	-97.07380249	2810	BBQ Joint	482	316	14	8.1	
3	32.9655574	-97.08299823	Grapevine Craft Brewery	50a02fe1011c7428b6d49f93	32.93241663	-97.07484789	3766	Brewery	835	401	13	9.4	
3	32.9655574	-97.08299823	Palace Arts Center	4ad895eaf964a5208c1221e3	32.938828	-97.078368	3006	Theater	622	368	5	8.1	
3	32.9655574	-97.08299823	Costco Wholesale	4af72f87f964a520e60622e3	32.94198799	-97.11141586	3732	Department Store	10359	2201	35	9	
3	32.9655574	-97.08299823	Palio's Pizza Cafe	4c1982ee98f4a593d94b00f6	32.94076345	-97.06603289	3182	Pizza Place	2441	943	24	8.3	
3	32.9655574	-97.08299823	Starbucks	4b223e5bf964a520ae4424e3	32.940581	-97.066471	3180	Coffee Shop	8343	1362	15	8.2	
3	32.9655574	-97.08299823	Round1 Bowling & Amusement	572bd5f6498e935b39762a01	32.96430171	-97.0454044	3513	Bowling Alley	328	146	2	8.6	
3	32.9655574	-97.08299823	AMC Grapevine Mills 30 with Dine-In Theatres	41253f00f964a5204d0c1fe3	32.96656016	-97.04428595	3617	Multiplex	18938	6941	103	8.6	
3	32.9655574	-97.08299823	Ulta Beauty	4b75b723f964a520311f2ee3	32.93938659	-97.107789	3721	Salon / Barbershop	1066	509	6	8.7	
3	32.9655574	-97.08299823	North Shore Trail at Grapevine Lake	4d8a7dc576e1236ab4c61b43	32.99734027	-97.08932232	3586	Trail	867	283	11	8	
3	32.9655574	-97.08299823	Tolbert's Restaurant	4ab52ea2f964a5200e7320e3	32.93694928	-97.0782423	3215	American Restaurant	3218	2013	46	8.1	
3	32.9655574	-97.08299823	Hippop	513bb3f6e4b012e80c3252e3	32.936054	-97.078738	3308	Dessert Shop	82	56	5	8.2	
3	32.9655574	-97.08299823	Sushi Zen	4bcf43f5caff9521f1d3ccf0	32.94004875	-97.11235654	3947	Sushi Restaurant	769	458	15	8.9	
3	32.9655574	-97.08299823	Su Vino Winery & Tasting Room	4b7f31e6f964a520311e30e3	32.94018859	-97.07841498	2856	Winery	865	603	13	7.9	
3	32.9655574	-97.08299823	SONIC Drive In	4b6f6471f964a52094ee2ce3	32.94072915	-97.07950773	2783	Fast Food Restaurant	2685	854	13	7.8	
3	32.9655574	-97.08299823	Moviehouse & Eatery	54f9dd07498ed7101cb8d7f1	32.99560434	-97.06583908	3708	Movie Theater	623	235	8	8.5	
3	32.9655574	-97.08299823	QuikTrip	4abe3b04f964a5201e8c20e3	32.93759061	-97.10553425	3758	Convenience Store	3539	1059	6	8.5	
3	32.9655574	-97.08299823	Wise Guys Pizzeria	551b5f4b498e93fd668699e6	32.93880848	-97.09849196	3310	Pizza Place	233	106	7	8.1	
3	32.9655574	-97.08299823	World Market	566b723b498ec5ed8bd8f796	32.94076625	-97.10602829	3499	Market	90	61	0	8.2	
3	32.9655574	-97.08299823	Farina's Winery & Cafe	4a97055df964a520042820e3	32.93701545	-97.07854632	3204	Wine Bar	2117	1209	30	8	
3	32.9655574	-97.08299823	Lucy's Lot	54daad54498e35c124e5cdfb	32.94222318	-97.07380774	2735	Dive Bar	134	70	1	7.8	
3	32.9655574	-97.08299823	Mellow Mushroom	4f8064e0e4b0fdf5014cc90d	32.93860983	-97.10707946	3749	Pizza Place	2462	1176	44	8.4	
3	32.9655574	-97.08299823	Grapevine Cigar & Tobacco	4baaa4aff964a520387c3ae3	32.93991623	-97.07842023	2886	Smoke Shop	279	171	6	7.8	
3	32.9655574	-97.08299823	Bass Pro Shops	4baaa0e6f964a520ef7a3ae3	32.95744455	-97.0430625	3837	Sporting Goods Shop	7945	5058	34	8.5	
3	32.9655574	-97.08299823	Grapevine Historic District Train Yard	4c4c89cdbad7a593a93568ad	32.93397247	-97.07817331	3544	Historic Site	773	495	4	8.3	
3	32.9655574	-97.08299823	Grapevine Vintage Railroad	4b926748f964a5200ff733e3	32.93379788	-97.07796317	3566	Train	754	609	2	8.2	
3	32.9655574	-97.08299823	Grapevine Beer & Wine	4bf32a52e5eba5937c471e90	32.94274628	-97.099819	2986	Liquor Store	441	147	6	7.8	
3	32.9655574	-97.08299823	Cafe Italia	4a3ecbb7f964a52071a31fe3	32.940745	-97.08189093	2764	Italian Restaurant	754	391	10	7.7	
3	32.9655574	-97.08299823	My Fit Foods	4d73eee59d2fa1436de1e9d6	32.939968	-97.11196	3928	Food & Drink Shop	706	180	7	8.5	
4	32.65164499	-96.77085929	Soulman's BBQ	5169c08be4b0a2ef22db3388	32.64913948	-96.78148453	1034	BBQ Joint	184	91	6	8.1	
4	32.65164499	-96.77085929	Sweet Georgia Brown Bar-B-Que	4b881670f964a520e3de31e3	32.69375541	-96.77294254	4691	BBQ Joint	1031	689	30	8.5	
4	32.65164499	-96.77085929	The Snow Cone Island	4c687f505fae20a1afd749a6	32.60520637	-96.780172	5242	Dessert Shop	126	51	4	8.3	
4	32.65164499	-96.77085929	wok express	51301f2be4b0c827e4461b45	32.60531501	-96.77832575	5204	Asian Restaurant	136	40	6	8.2	
4	32.65164499	-96.77085929	Singing Hills Recreation Center	4e4fd3cbd164978659cf2deb	32.66901868	-96.7931273	2845	Recreation Center	86	35	1	7.5	
4	32.65164499	-96.77085929	Smokey Joe's B.B.Q	4c50991cd797e21e252db17a	32.670218	-96.82309093	5313	BBQ Joint	112	67	4	8.1	
4	32.65164499	-96.77085929	Catfish Floyd's	4ba3cc62f964a5209e6038e3	32.69112289	-96.813915	5965	Southern / Soul Food Restaurant	287	166	12	8.1	
4	32.65164499	-96.77085929	Chick-fil-A	4bec8a5cf909ef3bc80ca9c6	32.648141	-96.858267	8201	Fast Food Restaurant	2451	792	21	9.2	
4	32.65164499	-96.77085929	A&D Buffalo's	4c0fc8a398102d7ffdcae506	32.70577604	-96.79978125	6607	Sandwich Place	182	43	4	8.2	
4	32.65164499	-96.77085929	Chicken Express	50d4971fe4b0cc5ff220016e	32.59720084	-96.82174099	7712	Fried Chicken Joint	165	97	3	8.7	
4	32.65164499	-96.77085929	Walgreens	4c6010e023e303bbdbd67407	32.60461757	-96.78907354	5506	Pharmacy	602	112	3	7.8	
4	32.65164499	-96.77085929	In-N-Out Burger	4f6b35d57bebf48a255dee0e	32.59685381	-96.82174622	7743	Fast Food Restaurant	2901	2061	30	8.6	
4	32.65164499	-96.77085929	Rudy's Chicken	4c253c2ff7ced13ad740246d	32.70945497	-96.8030614	7107	Fried Chicken Joint	1964	865	64	8.3	
4	32.65164499	-96.77085929	QuikTrip	50058d0ce4b0f953a33e6d64	32.64444203	-96.8565663	8073	Convenience Store	894	257	2	8.6	
4	32.65164499	-96.77085929	Williams Chicken	4d8f8a7aca75b60cb4ce16a9	32.68184916	-96.8054693	4671	Fried Chicken Joint	102	57	3	7.6	
4	32.65164499	-96.77085929	Hall Honey Fried Chicken	4df63c4a45dd4e2693497547	32.688832	-96.791252	4559	Fried Chicken Joint	26	21	1	7.5	
4	32.65164499	-96.77085929	QuikTrip	4c5c3ce02815c928b06fb167	32.63176083	-96.70191888	6830	Convenience Store	2343	884	10	7.9	
4	32.65164499	-96.77085929	Donald Brown Chicken	4ec597d1775bf65c013fc284	32.6032237	-96.78579933	5569	Southern / Soul Food Restaurant	133	67	5	7.6	
4	32.65164499	-96.77085929	Whataburger	4b198093f964a52087de23e3	32.59112477	-96.82145268	8239	Fast Food Restaurant	743	387	4	8.3	
4	32.65164499	-96.77085929	Ann's Health Food Center & Market	4c190437834e2d7ff3b82980	32.715621	-96.82983714	9014	Health Food Store	602	217	14	8.6	
4	32.65164499	-96.77085929	Whataburger	4b7d6889f964a520cabc2fe3	32.64082011	-96.8064882	3550	Fast Food Restaurant	563	251	6	7.2	
4	32.65164499	-96.77085929	Cracker Barrel Old Country Store	4b98f77df964a520185935e3	32.61798031	-96.82433144	6258	American Restaurant	1849	1168	36	7.7	
4	32.65164499	-96.77085929	Gregory's Hair & Nails	4c13a56377cea593171dcf60	32.63042884	-96.85807427	8509	Salon / Barbershop	301	27	6	8.2	
4	32.65164499	-96.77085929	Smoothie Factory	4b91ae87f964a5208ccf33e3	32.64387651	-96.83945754	6487	Juice Bar	230	89	4	7.7	
4	32.65164499	-96.77085929	Lancaster Recreation Center	4b7d85b2f964a52036c42fe3	32.6106721	-96.75829412	4710	Gym	453	170	3	7.4	
4	32.65164499	-96.77085929	Wingstop	4c166ca77f7f2d7f4ff8e368	32.60458506	-96.85572624	9526	Wings Joint	435	169	7	8.6	
4	32.65164499	-96.77085929	Ojeda's Mexican Restaurant	4c21617511de20a1bb5183ce	32.63135791	-96.8575716	8436	Mexican Restaurant	1079	374	18	8.1	
4	32.65164499	-96.77085929	Kiest Park	4ba7fb10f964a520e0c339e3	32.70970834	-96.85250759	10015	Park	2799	723	4	8.9	
4	32.65164499	-96.77085929	Waffle House	4b9d06dcf964a520928936e3	32.61967737	-96.82418346	6136	Diner	613	358	7	7.5	
4	32.65164499	-96.77085929	Trinity River Audubon Center	4b6d8980f964a520077b2ce3	32.7047026	-96.70595151	8477	Park	1078	590	15	8	
4	32.65164499	-96.77085929	Popeyes Louisiana Kitchen	4c6581087abde21e17d86068	32.604502	-96.832927	7835	Fried Chicken Joint	220	89	2	7.8	
